CVE,Risk,Name
"CVE-2018-8404","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-8405","High","KB4343888: Windows 8.1 and Windows Server 2012 R2 August 2018 Security Update (Foreshadow)"
"CVE-2018-18366","Low","Symantec Endpoint Protection Client 12.1.x / 14.x < 14.2.3332.1000 Kernel Memory Disclosure (SYMSA1479)"
"CVE-2018-12126","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2018-12127","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2018-12130","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0707","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0725","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0734","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0758","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0820","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0863","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0864","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0881","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0882","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0884","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0885","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0889","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0890","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0891","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0893","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0894","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0895","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0896","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0897","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0898","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0899","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0900","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0901","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0902","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0903","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0911","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0918","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0921","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0930","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0936","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0940","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0961","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0980","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-0981","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"CVE-2019-11091","High","KB4499165: Windows 8.1 and Windows Server 2012 R2 May 2019 Security Update (MDSUM/RIDL) (MFBDS/RIDL/ZombieLoad) (MLPDS/RIDL) (MSBDS/Fallout)"
"","None","Microsoft Remote Desktop Connection Installed"
"","None","Microsoft Windows SAM user enumeration"
"CVE-2019-1142","Low","Security Updates for Microsoft .NET Framework (September 2019)"
"CVE-2018-12207","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-0712","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-11135","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1380","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1381","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1382","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1384","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1388","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1389","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1390","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1391","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1392","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1393","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1394","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1395","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1396","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1397","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1399","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1405","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1406","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1407","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1408","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1409","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1411","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1412","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1415","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1418","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1419","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1422","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1424","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1429","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1432","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1433","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1434","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1435","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1438","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1439","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1454","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1456","High","KB4525250: Windows 8.1 and Windows Server 2012 R2 November 2019 Security Update"
"CVE-2019-1390","High","Security Updates for Internet Explorer (November 2019)"
"CVE-2019-1429","High","Security Updates for Internet Explorer (November 2019)"
